"projectID";"legalBasis";"title";"uniqueProgrammePart"
"101061255";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069847";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066450";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066684";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068733";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068861";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064322";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063725";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064789";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068795";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068014";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066253";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066847";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061449";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062011";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067046";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062098";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065605";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066462";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066959";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064573";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063130";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101074098";"HORIZON.1.2.5";"Promoting Public Outreach";""
"101074098";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064665";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059465";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068646";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066810";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066752";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061595";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062667";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066876";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061151";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065566";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062497";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065825";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065095";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066146";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065142";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061680";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069949";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068621";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059188";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064781";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062409";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063946";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062008";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065346";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062938";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061631";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061439";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063809";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060913";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065661";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059174";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062570";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061912";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064065";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065432";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067977";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101072645";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061956";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065353";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068769";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067031";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059716";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065596";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063905";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063853";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067151";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060306";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059679";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061699";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065013";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061623";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061723";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059542";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063192";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057562";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065313";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066032";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068419";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065670";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067295";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065552";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067654";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064088";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068401";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065933";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066638";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064286";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059423";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064341";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062165";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065293";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069005";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064359";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062272";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068114";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063523";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101052488";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065172";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061833";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067636";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067960";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065445";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063659";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058830";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063386";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068013";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060650";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067060";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061353";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101058872";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061173";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101056638";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062840";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065667";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066444";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065790";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063265";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069021";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064693";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062218";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068085";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065500";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062837";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063961";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062387";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066981";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059348";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062851";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065356";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064984";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064660";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068341";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066055";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062426";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068134";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064082";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061189";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067260";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064650";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101075460";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064457";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061755";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067916";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064678";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061648";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065309";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068591";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067009";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067877";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062043";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067927";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064842";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066593";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060946";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063596";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065000";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062798";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061596";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059891";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062386";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060237";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063372";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068605";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063432";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061892";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066047";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064542";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066289";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060930";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061630";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061559";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064641";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064385";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063202";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067497";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059460";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064428";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062895";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062388";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101101923";"HORIZON.1.2.1";"Nurturing Excellence through Mobility of Researchers across Borders, Sectors and Disciplines";""
"101101923";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066276";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066563";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067413";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069111";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064471";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061217";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068524";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065295";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068484";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068561";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063976";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062887";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064653";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063581";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064263";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067943";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067311";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063588";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066416";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062953";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059737";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060228";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068503";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064772";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066140";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063997";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067165";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101059332";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062671";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066736";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068036";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063306";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061435";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064332";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062705";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062254";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066568";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064300";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062186";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064077";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066743";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068895";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067770";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067640";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101052495";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066334";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064724";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064482";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065694";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063547";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064721";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068558";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069067";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064261";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061987";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065940";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063710";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063565";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063085";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066839";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067283";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063876";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066069";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067199";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064083";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068029";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062572";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067670";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068728";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068387";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065094";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062988";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065037";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066526";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101073543";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064383";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062297";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060398";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063162";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068106";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101060695";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066282";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061478";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068552";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101057846";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064728";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101052293";"HORIZON.1.2.5";"Promoting Public Outreach";""
"101052293";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066954";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068158";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064934";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066571";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064929";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062606";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062767";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065098";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062775";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101081293";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068272";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064452";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063496";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064278";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101069545";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101067665";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062508";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062590";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101068169";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064252";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066499";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101063104";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064953";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101065294";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066836";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064246";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061749";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101062517";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101086293";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101086363";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101086381";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101066993";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101070125";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101070125";"HORIZON.2.4.6";"Next Generation Internet";""
"101069499";"HORIZON.2.4";"Digital, Industry and Space";"true"
"101069499";"HORIZON.2.4.5";"Artificial Intelligence and Robotics";""
"101062665";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101064167";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061303";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101061303";"HORIZON.2.2.2";"Cultural Heritage";""
"101058623";"HORIZON.4.2";"Reforming and enhancing the European R&I System";"true"
"101058623";"HORIZON.4.2.4";"Open science";""
"101069428";"HORIZON.2.2";"Culture, creativity and inclusive society";"true"
"101069428";"HORIZON.2.2.2";"Cultural Heritage";""
"101062427";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101061304";"HORIZON.1.2";"Marie Skłodowska-Curie Actions (MSCA)";"true"
"101071330";"HORIZON.4.1";"Widening participation and spreading excellence";"true"
"101071330";"HORIZON.4.1.6";"Further supporting actions";""
